mun;ano;group;sexo;n;p
130140;2017;Importado;Masculino;25;6,41025641025641e-01
130140;2017;Importado;Feminino;14;3,58974358974359e-01
130140;2018;Autóctone;Masculino;88;5,90604026845638e-01
130140;2018;Autóctone;Feminino;61;4,09395973154362e-01
130140;2018;Importado;Masculino;26;4,81481481481481e-01
130140;2018;Importado;Feminino;28;5,18518518518518e-01
130140;2019;Autóctone;Masculino;283;5,44230769230769e-01
130140;2019;Autóctone;Feminino;237;4,55769230769231e-01
130140;2019;Importado;Masculino;6;3,75000000000000e-01
130140;2019;Importado;Feminino;10;6,25000000000000e-01
130140;2020;Autóctone;Masculino;394;5,75182481751825e-01
130140;2020;Autóctone;Feminino;291;4,24817518248175e-01
130140;2020;Importado;Masculino;6;6,00000000000000e-01
130140;2020;Importado;Feminino;4;4,00000000000000e-01
130150;2007;Autóctone;Masculino;11;5,50000000000000e-01
130150;2007;Autóctone;Feminino;9;4,50000000000000e-01
130150;2007;Importado;Masculino;1;1,66666666666667e-01
130150;2007;Importado;Feminino;5;8,33333333333333e-01
130150;2008;Autóctone;Masculino;8;5,71428571428571e-01
130150;2008;Autóctone;Feminino;6;4,28571428571429e-01
130150;2008;Importado;Masculino;8;1,00000000000000e+00
130150;2009;Autóctone;Masculino;10;5,88235294117647e-01
130150;2009;Autóctone;Feminino;7;4,11764705882353e-01
130150;2009;Importado;Masculino;14;8,23529411764706e-01
130150;2009;Importado;Feminino;3;1,76470588235294e-01
130150;2010;Autóctone;Masculino;22;6,47058823529412e-01
130150;2010;Autóctone;Feminino;12;3,52941176470588e-01
130150;2010;Importado;Masculino;4;6,66666666666667e-01
130150;2010;Importado;Feminino;2;3,33333333333333e-01
130150;2011;Autóctone;Masculino;40;5,71428571428571e-01
130150;2011;Autóctone;Feminino;30;4,28571428571429e-01
130150;2011;Importado;Masculino;8;6,15384615384615e-01
130150;2011;Importado;Feminino;5;3,84615384615385e-01
130150;2012;Autóctone;Masculino;130;5,55555555555556e-01
130150;2012;Autóctone;Feminino;104;4,44444444444444e-01
130150;2012;Importado;Masculino;27;7,50000000000000e-01
130150;2012;Importado;Feminino;9;2,50000000000000e-01
130150;2013;Autóctone;Masculino;231;5,70370370370370e-01
130150;2013;Autóctone;Feminino;174;4,29629629629630e-01
130150;2013;Importado;Masculino;43;6,82539682539683e-01
130150;2013;Importado;Feminino;20;3,17460317460317e-01
130150;2014;Autóctone;Masculino;163;5,30944625407166e-01
130150;2014;Autóctone;Feminino;144;4,69055374592834e-01
130150;2014;Importado;Masculino;33;4,92537313432836e-01
130150;2014;Importado;Feminino;34;5,07462686567164e-01
130150;2015;Autóctone;Masculino;235;6,15183246073298e-01
130150;2015;Autóctone;Feminino;147;3,84816753926702e-01
130150;2015;Importado;Masculino;31;6,07843137254902e-01
130150;2015;Importado;Feminino;20;3,92156862745098e-01
130150;2016;Autóctone;Masculino;32;6,95652173913043e-01
130150;2016;Autóctone;Feminino;14;3,04347826086957e-01
130150;2016;Importado;Masculino;2;1,00000000000000e+00
130150;2017;Autóctone;Masculino;8;6,15384615384615e-01
130150;2017;Autóctone;Feminino;5;3,84615384615385e-01
130150;2017;Importado;Masculino;6;7,50000000000000e-01
130150;2017;Importado;Feminino;2;2,50000000000000e-01
130150;2018;Autóctone;Masculino;42;6,36363636363636e-01
130150;2018;Autóctone;Feminino;24;3,63636363636364e-01
130150;2018;Importado;Masculino;7;8,75000000000000e-01
130150;2018;Importado;Feminino;1;1,25000000000000e-01
130150;2019;Autóctone;Masculino;4;6,66666666666667e-01
130150;2019;Autóctone;Feminino;2;3,33333333333333e-01
130150;2019;Importado;Masculino;11;4,40000000000000e-01
130150;2019;Importado;Feminino;14;5,60000000000000e-01
130150;2020;Autóctone;Masculino;2;6,66666666666667e-01
130150;2020;Autóctone;Feminino;1;3,33333333333333e-01
130150;2020;Importado;Masculino;2;3,33333333333333e-01
130150;2020;Importado;Feminino;4;6,66666666666667e-01
130160;2007;Autóctone;Masculino;104;6,26506024096386e-01
130160;2007;Autóctone;Feminino;62;3,73493975903614e-01
130160;2007;Importado;Masculino;81;6,32812500000000e-01
130160;2007;Importado;Feminino;47;3,67187500000000e-01
130160;2007;NA;Masculino;1;1,00000000000000e+00
130160;2008;Autóctone;Masculino;83;6,58730158730159e-01
130160;2008;Autóctone;Feminino;43;3,41269841269841e-01
130160;2008;Importado;Masculino;52;6,34146341463415e-01
130160;2008;Importado;Feminino;30;3,65853658536585e-01
130160;2009;Autóctone;Masculino;108;5,74468085106383e-01
130160;2009;Autóctone;Feminino;80;4,25531914893617e-01
130160;2009;Importado;Masculino;25;6,75675675675676e-01
130160;2009;Importado;Feminino;12;3,24324324324324e-01
130160;2010;Autóctone;Masculino;47;5,28089887640449e-01
130160;2010;Autóctone;Feminino;42;4,71910112359551e-01
130160;2010;Importado;Masculino;16;7,61904761904762e-01
130160;2010;Importado;Feminino;5;2,38095238095238e-01
130160;2011;Autóctone;Masculino;43;5,51282051282051e-01
130160;2011;Autóctone;Feminino;35;4,48717948717949e-01
130160;2011;Importado;Masculino;12;5,21739130434783e-01
130160;2011;Importado;Feminino;11;4,78260869565217e-01
130160;2012;Autóctone;Masculino;202;6,33228840125392e-01
130160;2012;Autóctone;Feminino;117;3,66771159874608e-01
130160;2012;Importado;Masculino;43;6,71875000000000e-01
130160;2012;Importado;Feminino;21;3,28125000000000e-01
130160;2013;Autóctone;Masculino;46;6,30136986301370e-01
130160;2013;Autóctone;Feminino;27;3,69863013698630e-01
130160;2013;Importado;Masculino;22;7,58620689655172e-01
130160;2013;Importado;Feminino;7;2,41379310344828e-01
130160;2014;Autóctone;Masculino;25;6,75675675675676e-01
130160;2014;Autóctone;Feminino;12;3,24324324324324e-01
130160;2014;Importado;Masculino;7;3,88888888888889e-01
130160;2014;Importado;Feminino;11;6,11111111111111e-01
130160;2015;Autóctone;Masculino;17;7,08333333333333e-01
130160;2015;Autóctone;Feminino;7;2,91666666666667e-01
130160;2015;Importado;Masculino;18;6,66666666666667e-01
130160;2015;Importado;Feminino;9;3,33333333333333e-01
130160;2016;Autóctone;Masculino;99;6,26582278481013e-01
130160;2016;Autóctone;Feminino;59;3,73417721518987e-01
130160;2016;Importado;Masculino;6;7,50000000000000e-01
130160;2016;Importado;Feminino;2;2,50000000000000e-01
130160;2017;Autóctone;Masculino;30;6,81818181818182e-01
130160;2017;Autóctone;Feminino;14;3,18181818181818e-01
130160;2017;Importado;Masculino;5;4,54545454545455e-01
130160;2017;Importado;Feminino;6;5,45454545454545e-01
130160;2018;Autóctone;Masculino;15;6,25000000000000e-01
130160;2018;Autóctone;Feminino;9;3,75000000000000e-01
130160;2018;Importado;Masculino;10;9,09090909090909e-01
130160;2018;Importado;Feminino;1;9,09090909090909e-02
130160;2019;Autóctone;Masculino;24;6,15384615384615e-01
130160;2019;Autóctone;Feminino;15;3,84615384615385e-01
130160;2019;Importado;Masculino;5;7,14285714285714e-01
130160;2019;Importado;Feminino;2;2,85714285714286e-01
130160;2020;Autóctone;Masculino;2;1,00000000000000e+00
130160;2020;Importado;Masculino;1;1,00000000000000e+00
130165;2007;Autóctone;Masculino;1859;5,62481089258699e-01
130165;2007;Autóctone;Feminino;1446;4,37518910741301e-01
130165;2007;Importado;Masculino;107;5,37688442211055e-01
130165;2007;Importado;Feminino;92;4,62311557788945e-01
130165;2008;Autóctone;Masculino;1979;5,71965317919075e-01
130165;2008;Autóctone;Feminino;1481;4,28034682080925e-01
130165;2008;Importado;Masculino;251;5,40948275862069e-01
130165;2008;Importado;Feminino;213;4,59051724137931e-01
130165;2009;Autóctone;Masculino;1114;5,59798994974874e-01
130165;2009;Autóctone;Feminino;876;4,40201005025126e-01
130165;2009;Importado;Masculino;208;5,68306010928962e-01
130165;2009;Importado;Feminino;158;4,31693989071038e-01
130165;2010;Autóctone;Masculino;638;5,66607460035524e-01
130165;2010;Autóctone;Feminino;488;4,33392539964476e-01
130165;2010;Importado;Masculino;155;5,89353612167300e-01
130165;2010;Importado;Feminino;108;4,10646387832700e-01
130165;2011;Autóctone;Masculino;568;5,81967213114754e-01
130165;2011;Autóctone;Feminino;408;4,18032786885246e-01
130165;2011;Importado;Masculino;84;5,83333333333333e-01
130165;2011;Importado;Feminino;60;4,16666666666667e-01
130165;2012;Autóctone;Masculino;966;5,66901408450704e-01
130165;2012;Autóctone;Feminino;738;4,33098591549296e-01
130165;2012;Importado;Masculino;203;6,22699386503067e-01
130165;2012;Importado;Feminino;123;3,77300613496933e-01
130165;2012;NA;Masculino;1;1,00000000000000e+00
130165;2013;Autóctone;Masculino;1486;5,93924860111910e-01
130165;2013;Autóctone;Feminino;1016;4,06075139888090e-01
130165;2013;Importado;Masculino;203;5,90116279069767e-01
130165;2013;Importado;Feminino;141;4,09883720930233e-01
130165;2014;Autóctone;Masculino;1082;6,07865168539326e-01
130165;2014;Autóctone;Feminino;698;3,92134831460674e-01
130165;2014;Importado;Masculino;103;6,09467455621302e-01
130165;2014;Importado;Feminino;66;3,90532544378698e-01
130165;2015;Autóctone;Masculino;985;5,86309523809524e-01
130165;2015;Autóctone;Feminino;695;4,13690476190476e-01
130165;2015;Importado;Masculino;75;6,30252100840336e-01
130165;2015;Importado;Feminino;44;3,69747899159664e-01
130165;2016;Autóctone;Masculino;866;6,02225312934631e-01
130165;2016;Autóctone;Feminino;572;3,97774687065369e-01
130165;2016;Importado;Masculino;94;6,61971830985915e-01
130165;2016;Importado;Feminino;48;3,38028169014085e-01
130165;2017;Autóctone;Masculino;2046;5,92013888888889e-01
130165;2017;Autóctone;Feminino;1410;4,07986111111111e-01
130165;2017;Importado;Masculino;218;6,07242339832869e-01
130165;2017;Importado;Feminino;141;3,92757660167131e-01
130165;2018;Autóctone;Masculino;1056;5,86992773763202e-01
130165;2018;Autóctone;Feminino;743;4,13007226236798e-01
130165;2018;Importado;Masculino;148;6,35193133047210e-01
130165;2018;Importado;Feminino;85;3,64806866952790e-01
130165;2019;Autóctone;Masculino;356;5,70512820512820e-01
130165;2019;Autóctone;Feminino;268;4,29487179487179e-01
130165;2019;Importado;Masculino;89;6,05442176870748e-01
130165;2019;Importado;Feminino;58;3,94557823129252e-01
130165;2020;Autóctone;Masculino;178;5,37764350453172e-01
130165;2020;Autóctone;Feminino;153;4,62235649546828e-01
130165;2020;Importado;Masculino;56;6,51162790697674e-01
130165;2020;Importado;Feminino;30;3,48837209302326e-01
130170;2007;Autóctone;Masculino;2824;6,06138656364027e-01
130170;2007;Autóctone;Feminino;1835;3,93861343635973e-01
130170;2007;Importado;Masculino;643;6,60842754367934e-01
130170;2007;Importado;Feminino;329;3,38129496402878e-01
130170;2007;Importado;Ignorado;1;1,02774922918808e-03
130170;2007;NA;Masculino;1;1,00000000000000e+00
130170;2008;Autóctone;Masculino;2971;6,17414796342477e-01
130170;2008;Autóctone;Feminino;1835;3,81338320864505e-01
130170;2008;Autóctone;Ignorado;6;1,24688279301746e-03
130170;2008;Importado;Masculino;426;6,24633431085044e-01
130170;2008;Importado;Feminino;255;3,73900293255132e-01
130170;2008;Importado;Ignorado;1;1,46627565982405e-03
130170;2008;NA;Masculino;1;5,00000000000000e-01
130170;2008;NA;Feminino;1;5,00000000000000e-01
130170;2009;Autóctone;Masculino;743;6,28064243448859e-01
130170;2009;Autóctone;Feminino;440;3,71935756551141e-01
130170;2009;Importado;Masculino;319;6,27952755905512e-01
130170;2009;Importado;Feminino;189;3,72047244094488e-01
130170;2009;NA;Masculino;1;3,33333333333333e-01
130170;2009;NA;Feminino;2;6,66666666666667e-01
130170;2010;Autóctone;Masculino;736;6,36127917026793e-01
130170;2010;Autóctone;Feminino;421;3,63872082973207e-01
130170;2010;Importado;Masculino;358;6,55677655677656e-01
130170;2010;Importado;Feminino;188;3,44322344322344e-01
130170;2010;NA;Masculino;2;1,00000000000000e+00
130170;2011;Autóctone;Masculino;1131;6,08391608391608e-01
130170;2011;Autóctone;Feminino;728;3,91608391608392e-01
130170;2011;Importado;Masculino;380;6,69014084507042e-01
130170;2011;Importado;Feminino;188;3,30985915492958e-01
130170;2012;Autóctone;Masculino;341;6,00352112676056e-01
130170;2012;Autóctone;Feminino;227;3,99647887323944e-01
130170;2012;Importado;Masculino;162;7,39726027397260e-01
130170;2012;Importado;Feminino;57;2,60273972602740e-01
130170;2013;Autóctone;Masculino;534;5,99326599326599e-01
130170;2013;Autóctone;Feminino;357;4,00673400673401e-01
130170;2013;Importado;Masculino;140;7,07070707070707e-01
130170;2013;Importado;Feminino;58;2,92929292929293e-01
130170;2014;Autóctone;Masculino;860;6,01819454163751e-01
130170;2014;Autóctone;Feminino;569;3,98180545836249e-01
130170;2014;Importado;Masculino;257;6,98369565217391e-01
130170;2014;Importado;Feminino;111;3,01630434782609e-01
130170;2015;Autóctone;Masculino;306;5,76271186440678e-01
130170;2015;Autóctone;Feminino;225;4,23728813559322e-01
130170;2015;Importado;Masculino;166;7,15517241379310e-01
130170;2015;Importado;Feminino;66;2,84482758620690e-01
130170;2015;NA;Feminino;1;1,00000000000000e+00
130170;2016;Autóctone;Masculino;691;5,79212070410729e-01
130170;2016;Autóctone;Feminino;502;4,20787929589271e-01
130170;2016;Importado;Masculino;285;6,69014084507042e-01
130170;2016;Importado;Feminino;141;3,30985915492958e-01
130170;2017;Autóctone;Masculino;794;6,01971190295679e-01
130170;2017;Autóctone;Feminino;525;3,98028809704321e-01
130170;2017;Importado;Masculino;260;6,20525059665871e-01
130170;2017;Importado;Feminino;159;3,79474940334129e-01
130170;2018;Autóctone;Masculino;589;5,76885406464251e-01
130170;2018;Autóctone;Feminino;432;4,23114593535749e-01
130170;2018;Importado;Masculino;253;6,72872340425532e-01
130170;2018;Importado;Feminino;123;3,27127659574468e-01
130170;2019;Autóctone;Masculino;973;5,86144578313253e-01
130170;2019;Autóctone;Feminino;687;4,13855421686747e-01
130170;2019;Importado;Masculino;496;6,69365721997301e-01
130170;2019;Importado;Feminino;245;3,30634278002699e-01
130170;2019;NA;Masculino;1;1,00000000000000e+00
130170;2020;Autóctone;Masculino;231;5,81863979848867e-01
130170;2020;Autóctone;Feminino;166;4,18136020151133e-01
130170;2020;Importado;Masculino;200;6,71140939597315e-01
130170;2020;Importado;Feminino;98;3,28859060402685e-01
130180;2007;Autóctone;Masculino;418;5,68707482993197e-01
130180;2007;Autóctone;Feminino;316;4,29931972789116e-01
130180;2007;Autóctone;Ignorado;1;1,36054421768707e-03
130180;2007;Importado;Masculino;23;5,00000000000000e-01
130180;2007;Importado;Feminino;23;5,00000000000000e-01
130180;2008;Autóctone;Masculino;2106;5,48580359468612e-01
130180;2008;Autóctone;Feminino;1732;4,51159156030216e-01
130180;2008;Autóctone;Ignorado;1;2,60484501172180e-04
130180;2008;Importado;Masculino;67;5,53719008264463e-01
130180;2008;Importado;Feminino;54;4,46280991735537e-01
130180;2009;Autóctone;Masculino;3095;5,38916942364618e-01
130180;2009;Autóctone;Feminino;2643;4,60212432526554e-01
130180;2009;Autóctone;Ignorado;5;8,70625108828139e-04
130180;2009;Importado;Masculino;156;5,51236749116608e-01
130180;2009;Importado;Feminino;126;4,45229681978799e-01
130180;2009;Importado;Ignorado;1;3,53356890459364e-03
130180;2010;Autóctone;Masculino;262;4,92481203007519e-01
130180;2010;Autóctone;Feminino;270;5,07518796992481e-01
130180;2010;Importado;Masculino;92;6,01307189542484e-01
130180;2010;Importado;Feminino;61;3,98692810457516e-01
130180;2011;Autóctone;Masculino;337;5,29042386185243e-01
130180;2011;Autóctone;Feminino;300;4,70957613814757e-01
130180;2011;Importado;Masculino;113;5,85492227979275e-01
130180;2011;Importado;Feminino;80;4,14507772020725e-01
130180;2012;Autóctone;Masculino;2255;5,61503984063745e-01
130180;2012;Autóctone;Feminino;1761;4,38496015936255e-01
130180;2012;Importado;Masculino;189;5,57522123893805e-01
130180;2012;Importado;Feminino;150;4,42477876106195e-01
130180;2013;Autóctone;Masculino;3996;5,78125000000000e-01
130180;2013;Autóctone;Feminino;2916;4,21875000000000e-01
130180;2013;Importado;Masculino;103;5,78651685393258e-01
130180;2013;Importado;Feminino;75;4,21348314606742e-01
130180;2014;Autóctone;Masculino;1891;5,91307066916823e-01
130180;2014;Autóctone;Feminino;1307;4,08692933083177e-01
130180;2014;Importado;Masculino;92;5,78616352201258e-01
130180;2014;Importado;Feminino;67;4,21383647798742e-01
130180;2015;Autóctone;Masculino;5167;5,97824829341664e-01
130180;2015;Autóctone;Feminino;3476;4,02175170658336e-01
130180;2015;Importado;Masculino;66;6,05504587155963e-01
130180;2015;Importado;Feminino;43;3,94495412844037e-01
130180;2016;Autóctone;Masculino;878;5,97685500340368e-01
130180;2016;Autóctone;Feminino;591;4,02314499659632e-01
130180;2016;Importado;Masculino;54;6,92307692307692e-01
130180;2016;Importado;Feminino;24;3,07692307692308e-01
130180;2017;Autóctone;Masculino;1069;5,69829424307036e-01
130180;2017;Autóctone;Feminino;807;4,30170575692964e-01
130180;2017;Importado;Masculino;32;4,44444444444444e-01
130180;2017;Importado;Feminino;40;5,55555555555556e-01
130180;2018;Autóctone;Masculino;591;5,52853133769878e-01
130180;2018;Autóctone;Feminino;478;4,47146866230122e-01
130180;2018;Importado;Masculino;48;5,27472527472527e-01
130180;2018;Importado;Feminino;43;4,72527472527473e-01
130180;2019;Autóctone;Masculino;1143;5,98742797276061e-01
130180;2019;Autóctone;Feminino;766;4,01257202723939e-01
130180;2019;Importado;Masculino;43;6,23188405797101e-01
130180;2019;Importado;Feminino;26;3,76811594202899e-01
130180;2020;Autóctone;Masculino;425;5,75880758807588e-01
130180;2020;Autóctone;Feminino;313;4,24119241192412e-01
130180;2020;Importado;Masculino;11;6,47058823529412e-01
130180;2020;Importado;Feminino;6;3,52941176470588e-01
130185;2007;Autóctone;Masculino;1851;5,95176848874598e-01
130185;2007;Autóctone;Feminino;1259;4,04823151125402e-01
130185;2007;Importado;Masculino;313;6,87912087912088e-01
130185;2007;Importado;Feminino;142;3,12087912087912e-01
130185;2008;Autóctone;Masculino;1407;6,05943152454780e-01
130185;2008;Autóctone;Feminino;915;3,94056847545220e-01
130185;2008;Importado;Masculino;185;6,56028368794326e-01
130185;2008;Importado;Feminino;97;3,43971631205674e-01
130185;2008;NA;Masculino;1;1,00000000000000e+00
130185;2009;Autóctone;Masculino;519;6,64532650448143e-01
130185;2009;Autóctone;Feminino;262;3,35467349551857e-01
130185;2009;Importado;Masculino;122;6,97142857142857e-01
130185;2009;Importado;Feminino;53;3,02857142857143e-01
130185;2009;NA;Masculino;1;5,00000000000000e-01
130185;2009;NA;Feminino;1;5,00000000000000e-01
130185;2010;Autóctone;Masculino;481;6,10406091370558e-01
130185;2010;Autóctone;Feminino;307;3,89593908629442e-01
130185;2010;Importado;Masculino;105;6,90789473684211e-01
130185;2010;Importado;Feminino;47;3,09210526315789e-01
130185;2010;NA;Masculino;1;1,00000000000000e+00
130185;2011;Autóctone;Masculino;251;6,18226600985222e-01
130185;2011;Autóctone;Feminino;155;3,81773399014778e-01
130185;2011;Importado;Masculino;53;6,38554216867470e-01
130185;2011;Importado;Feminino;30;3,61445783132530e-01
130185;2012;Autóctone;Masculino;860;5,95980595980596e-01
130185;2012;Autóctone;Feminino;583;4,04019404019404e-01
130185;2012;Importado;Masculino;36;6,79245283018868e-01
130185;2012;Importado;Feminino;17;3,20754716981132e-01
130185;2013;Autóctone;Masculino;684;5,77702702702703e-01
130185;2013;Autóctone;Feminino;500;4,22297297297297e-01
130185;2013;Importado;Masculino;30;6,81818181818182e-01
130185;2013;Importado;Feminino;14;3,18181818181818e-01
130185;2014;Autóctone;Masculino;817;5,92888243831640e-01
130185;2014;Autóctone;Feminino;561;4,07111756168360e-01
130185;2014;Importado;Masculino;16;6,66666666666667e-01
130185;2014;Importado;Feminino;8;3,33333333333333e-01
130185;2015;Autóctone;Masculino;329;6,29063097514340e-01
130185;2015;Autóctone;Feminino;194;3,70936902485660e-01
130185;2015;Importado;Masculino;15;6,25000000000000e-01
130185;2015;Importado;Feminino;9;3,75000000000000e-01
130185;2016;Autóctone;Masculino;129;6,32352941176471e-01
130185;2016;Autóctone;Feminino;75;3,67647058823529e-01
130185;2016;Importado;Masculino;20;7,14285714285714e-01
130185;2016;Importado;Feminino;8;2,85714285714286e-01
130185;2016;NA;Feminino;2;1,00000000000000e+00
130185;2017;Autóctone;Masculino;437;6,35174418604651e-01
130185;2017;Autóctone;Feminino;251;3,64825581395349e-01
130185;2017;Importado;Masculino;28;6,22222222222222e-01
130185;2017;Importado;Feminino;17;3,77777777777778e-01
130185;2018;Autóctone;Masculino;591;5,77712609970675e-01
130185;2018;Autóctone;Feminino;432;4,22287390029326e-01
130185;2018;Importado;Masculino;44;6,28571428571429e-01
130185;2018;Importado;Feminino;26;3,71428571428571e-01
130185;2019;Autóctone;Masculino;265;6,07798165137615e-01
130185;2019;Autóctone;Feminino;171;3,92201834862385e-01
130185;2019;Importado;Masculino;31;6,20000000000000e-01
130185;2019;Importado;Feminino;19;3,80000000000000e-01
130185;2019;NA;Masculino;1;1,00000000000000e+00
130185;2020;Autóctone;Masculino;46;6,05263157894737e-01
130185;2020;Autóctone;Feminino;30;3,94736842105263e-01
130185;2020;Importado;Masculino;9;4,73684210526316e-01
130185;2020;Importado;Feminino;10;5,26315789473684e-01
130190;2007;Autóctone;Masculino;3553;6,06624551818337e-01
130190;2007;Autóctone;Feminino;2304;3,93375448181663e-01
130190;2007;Importado;Masculino;430;6,54490106544901e-01
130190;2007;Importado;Feminino;227;3,45509893455099e-01
130190;2008;Autóctone;Masculino;2778;6,01559116500650e-01
130190;2008;Autóctone;Feminino;1839;3,98224339540927e-01
130190;2008;Autóctone;Ignorado;1;2,16543958423560e-04
130190;2008;Importado;Masculino;250;6,31313131313131e-01
130190;2008;Importado;Feminino;146;3,68686868686869e-01
130190;2009;Autóctone;Masculino;1638;6,03982300884956e-01
130190;2009;Autóctone;Feminino;1074;3,96017699115044e-01
130190;2009;Importado;Masculino;152;6,94063926940639e-01
130190;2009;Importado;Feminino;67;3,05936073059361e-01
130190;2010;Autóctone;Masculino;684;6,40449438202247e-01
130190;2010;Autóctone;Feminino;384;3,59550561797753e-01
130190;2010;Importado;Masculino;91;6,59420289855073e-01
130190;2010;Importado;Feminino;47;3,40579710144928e-01
130190;2010;NA;Masculino;3;1,00000000000000e+00
130190;2011;Autóctone;Masculino;142;6,01694915254237e-01
130190;2011;Autóctone;Feminino;94;3,98305084745763e-01
130190;2011;Importado;Masculino;68;7,31182795698925e-01
130190;2011;Importado;Feminino;25;2,68817204301075e-01
130190;2011;NA;Masculino;1;1,00000000000000e+00
130190;2012;Autóctone;Masculino;130;6,40394088669951e-01
130190;2012;Autóctone;Feminino;73;3,59605911330049e-01
130190;2012;Importado;Masculino;46;7,30158730158730e-01
130190;2012;Importado;Feminino;17;2,69841269841270e-01
130190;2013;Autóctone;Masculino;74;5,78125000000000e-01
130190;2013;Autóctone;Feminino;54;4,21875000000000e-01
130190;2013;Importado;Masculino;32;6,40000000000000e-01
130190;2013;Importado;Feminino;18;3,60000000000000e-01
130190;2013;NA;Feminino;2;1,00000000000000e+00
130190;2014;Autóctone;Masculino;68;5,52845528455285e-01
130190;2014;Autóctone;Feminino;55;4,47154471544715e-01
130190;2014;Importado;Masculino;23;7,18750000000000e-01
130190;2014;Importado;Feminino;9;2,81250000000000e-01
130190;2014;NA;Masculino;1;1,00000000000000e+00
130190;2015;Autóctone;Masculino;8;5,33333333333333e-01
130190;2015;Autóctone;Feminino;7;4,66666666666667e-01
130190;2015;Importado;Masculino;12;7,05882352941177e-01
130190;2015;Importado;Feminino;5;2,94117647058824e-01
130190;2016;Autóctone;Masculino;99;6,55629139072848e-01
130190;2016;Autóctone;Feminino;52;3,44370860927152e-01
130190;2016;Importado;Masculino;26;7,64705882352941e-01
130190;2016;Importado;Feminino;8;2,35294117647059e-01
130190;2017;Autóctone;Masculino;1706;6,13889888449082e-01
130190;2017;Autóctone;Feminino;1073;3,86110111550918e-01
130190;2017;Importado;Masculino;60;6,66666666666667e-01
130190;2017;Importado;Feminino;30;3,33333333333333e-01
130190;2017;NA;Masculino;2;1,00000000000000e+00
130190;2018;Autóctone;Masculino;406;6,35367762128325e-01
130190;2018;Autóctone;Feminino;233;3,64632237871674e-01
130190;2018;Importado;Masculino;67;7,70114942528736e-01
130190;2018;Importado;Feminino;20;2,29885057471264e-01
130190;2018;NA;Masculino;1;1,00000000000000e+00
130190;2019;Autóctone;Masculino;270;6,50602409638554e-01
130190;2019;Autóctone;Feminino;145;3,49397590361446e-01
130190;2019;Importado;Masculino;37;6,49122807017544e-01
130190;2019;Importado;Feminino;20;3,50877192982456e-01
130190;2020;Autóctone;Masculino;215;6,53495440729483e-01
130190;2020;Autóctone;Feminino;114;3,46504559270517e-01
130190;2020;Importado;Masculino;18;7,50000000000000e-01
130190;2020;Importado;Feminino;6;2,50000000000000e-01
130195;2007;Autóctone;Masculino;124;5,10288065843621e-01
130195;2007;Autóctone;Feminino;119;4,89711934156379e-01
130195;2007;Importado;Masculino;3;6,00000000000000e-01
130195;2007;Importado;Feminino;2;4,00000000000000e-01
130195;2008;Autóctone;Masculino;19;5,27777777777778e-01
130195;2008;Autóctone;Feminino;17;4,72222222222222e-01
130195;2008;Importado;Masculino;17;6,53846153846154e-01
130195;2008;Importado;Feminino;9;3,46153846153846e-01
130195;2009;Autóctone;Masculino;52;5,30612244897959e-01
130195;2009;Autóctone;Feminino;46;4,69387755102041e-01
130195;2009;Importado;Masculino;40;6,25000000000000e-01
130195;2009;Importado;Feminino;24;3,75000000000000e-01
130195;2010;Autóctone;Masculino;63;5,83333333333333e-01
130195;2010;Autóctone;Feminino;45;4,16666666666667e-01
130195;2010;Importado;Masculino;15;7,89473684210526e-01
130195;2010;Importado;Feminino;4;2,10526315789474e-01
130195;2011;Autóctone;Masculino;111;5,18691588785047e-01
130195;2011;Autóctone;Feminino;103;4,81308411214953e-01
130195;2011;Importado;Masculino;12;6,31578947368421e-01
130195;2011;Importado;Feminino;7;3,68421052631579e-01
130195;2012;Autóctone;Masculino;529;5,83241455347299e-01
130195;2012;Autóctone;Feminino;378;4,16758544652701e-01
130195;2012;Importado;Masculino;32;6,66666666666667e-01
130195;2012;Importado;Feminino;16;3,33333333333333e-01
130195;2013;Autóctone;Masculino;1175;5,66538090646095e-01
130195;2013;Autóctone;Feminino;899;4,33461909353905e-01
130195;2013;Importado;Masculino;16;7,61904761904762e-01
130195;2013;Importado;Feminino;5;2,38095238095238e-01
130195;2014;Autóctone;Masculino;973;5,71680376028202e-01
130195;2014;Autóctone;Feminino;729;4,28319623971798e-01
130195;2014;Importado;Masculino;6;6,00000000000000e-01
130195;2014;Importado;Feminino;4;4,00000000000000e-01
130195;2015;Autóctone;Masculino;1138;5,67581047381546e-01
130195;2015;Autóctone;Feminino;867;4,32418952618454e-01
130195;2015;Importado;Masculino;8;8,88888888888889e-01
130195;2015;Importado;Feminino;1;1,11111111111111e-01
130195;2016;Autóctone;Masculino;371;5,90764331210191e-01
130195;2016;Autóctone;Feminino;257;4,09235668789809e-01
130195;2016;Importado;Masculino;3;7,50000000000000e-01
130195;2016;Importado;Feminino;1;2,50000000000000e-01
130195;2017;Autóctone;Masculino;712;5,47271329746349e-01
130195;2017;Autóctone;Feminino;589;4,52728670253651e-01
130195;2017;Importado;Masculino;5;5,55555555555556e-01
130195;2017;Importado;Feminino;4;4,44444444444444e-01
130195;2018;Autóctone;Masculino;314;5,56737588652482e-01
130195;2018;Autóctone;Feminino;250;4,43262411347518e-01
130195;2018;Importado;Masculino;1;1,00000000000000e+00
130195;2019;Autóctone;Masculino;392;5,59201141226819e-01
130195;2019;Autóctone;Feminino;309;4,40798858773181e-01
