mun;ano;group;tipo_pl;n;p
120033;2014;Autóctone;Vivax+Gametócitos de F.;21;3,45565246009544e-03
120033;2014;Autóctone;Gametócitos de F.;1;1,64554879052164e-04
120033;2014;Autóctone;Falciparum+Malariae;7;1,15188415336515e-03
120033;2014;Importado;Falciparum;129;2,23570190641248e-01
120033;2014;Importado;Falciparum+Gametócitos de F.;27;4,67937608318891e-02
120033;2014;Importado;Vivax;415;7,19237435008666e-01
120033;2014;Importado;Falciparum+Vivax;1;1,73310225303293e-03
120033;2014;Importado;Vivax+Gametócitos de F.;4;6,93240901213172e-03
120033;2014;Importado;Gametócitos de F.;1;1,73310225303293e-03
120033;2015;Autóctone;Falciparum;613;1,15095756665415e-01
120033;2015;Autóctone;Falciparum+Gametócitos de F.;116;2,17799474277131e-02
120033;2015;Autóctone;Vivax;4582;8,60307923394668e-01
120033;2015;Autóctone;Falciparum+Vivax;4;7,51032669921142e-04
120033;2015;Autóctone;Vivax+Gametócitos de F.;11;2,06533984228314e-03
120033;2015;Importado;Falciparum;82;1,45907473309609e-01
120033;2015;Importado;Falciparum+Gametócitos de F.;16;2,84697508896797e-02
120033;2015;Importado;Vivax;461;8,20284697508897e-01
120033;2015;Importado;Falciparum+Vivax;1;1,77935943060498e-03
120033;2015;Importado;Vivax+Gametócitos de F.;1;1,77935943060498e-03
120033;2015;Importado;Gametócitos de F.;1;1,77935943060498e-03
120033;2016;Autóctone;Falciparum;832;1,05838951787304e-01
120033;2016;Autóctone;Falciparum+Gametócitos de F.;158;2,00992240173006e-02
120033;2016;Autóctone;Vivax;6821;8,67701310265869e-01
120033;2016;Autóctone;Falciparum+Vivax;7;8,90471950133571e-04
120033;2016;Autóctone;Vivax+Gametócitos de F.;18;2,28978501462918e-03
120033;2016;Autóctone;Gametócitos de F.;16;2,03536445744816e-03
120033;2016;Autóctone;Não Falciparum;9;1,14489250731459e-03
120033;2016;Importado;Falciparum;137;1,65458937198068e-01
120033;2016;Importado;Falciparum+Gametócitos de F.;34;4,10628019323672e-02
120033;2016;Importado;Vivax;648;7,82608695652174e-01
120033;2016;Importado;Falciparum+Vivax;1;1,20772946859903e-03
120033;2016;Importado;Vivax+Gametócitos de F.;6;7,24637681159420e-03
120033;2016;Importado;Gametócitos de F.;1;1,20772946859903e-03
120033;2016;Importado;Não Falciparum;1;1,20772946859903e-03
120033;2017;Autóctone;Falciparum;1430;1,38713745271122e-01
120033;2017;Autóctone;Falciparum+Gametócitos de F.;245;2,37656416723252e-02
120033;2017;Autóctone;Vivax;8510;8,25492288291784e-01
120033;2017;Autóctone;Falciparum+Vivax;25;2,42506547676787e-03
120033;2017;Autóctone;Vivax+Gametócitos de F.;29;2,81307595305073e-03
120033;2017;Autóctone;Gametócitos de F.;24;2,32806285769716e-03
120033;2017;Autóctone;Falciparum+Malariae;1;9,70026190707149e-05
120033;2017;Autóctone;Não Falciparum;45;4,36511785818217e-03
120033;2017;Importado;Falciparum;103;1,60186625194401e-01
120033;2017;Importado;Falciparum+Gametócitos de F.;31;4,82115085536547e-02
120033;2017;Importado;Vivax;495;7,69828926905132e-01
120033;2017;Importado;Falciparum+Vivax;3;4,66562986003110e-03
120033;2017;Importado;Vivax+Gametócitos de F.;7;1,08864696734059e-02
120033;2017;Importado;Gametócitos de F.;3;4,66562986003110e-03
120033;2017;Importado;Não Falciparum;1;1,55520995334370e-03
120033;2018;Autóctone;Falciparum;1085;1,19230769230769e-01
120033;2018;Autóctone;Falciparum+Gametócitos de F.;376;4,13186813186813e-02
120033;2018;Autóctone;Vivax;7488;8,22857142857143e-01
120033;2018;Autóctone;Falciparum+Vivax;30;3,29670329670330e-03
120033;2018;Autóctone;Vivax+Gametócitos de F.;67;7,36263736263736e-03
120033;2018;Autóctone;Gametócitos de F.;52;5,71428571428571e-03
120033;2018;Autóctone;Falciparum+Malariae;2;2,19780219780220e-04
120033;2018;Importado;Falciparum;72;1,48760330578512e-01
120033;2018;Importado;Falciparum+Gametócitos de F.;34;7,02479338842975e-02
120033;2018;Importado;Vivax;367;7,58264462809917e-01
120033;2018;Importado;Falciparum+Vivax;1;2,06611570247934e-03
120033;2018;Importado;Vivax+Gametócitos de F.;5;1,03305785123967e-02
120033;2018;Importado;Gametócitos de F.;5;1,03305785123967e-02
120033;2019;Autóctone;Falciparum;499;1,38457269700333e-01
120033;2019;Autóctone;Falciparum+Gametócitos de F.;188;5,21642619311876e-02
120033;2019;Autóctone;Vivax;2866;7,95227524972253e-01
120033;2019;Autóctone;Falciparum+Vivax;10;2,77469478357381e-03
120033;2019;Autóctone;Vivax+Gametócitos de F.;10;2,77469478357381e-03
120033;2019;Autóctone;Gametócitos de F.;31;8,60155382907880e-03
120033;2019;Importado;Falciparum;57;1,91275167785235e-01
120033;2019;Importado;Falciparum+Gametócitos de F.;28;9,39597315436242e-02
120033;2019;Importado;Vivax;208;6,97986577181208e-01
120033;2019;Importado;Falciparum+Vivax;1;3,35570469798658e-03
120033;2019;Importado;Vivax+Gametócitos de F.;2;6,71140939597315e-03
120033;2019;Importado;Gametócitos de F.;2;6,71140939597315e-03
120033;2020;Autóctone;Falciparum;177;2,11469534050179e-01
120033;2020;Autóctone;Falciparum+Gametócitos de F.;62;7,40740740740741e-02
120033;2020;Autóctone;Vivax;592;7,07287933094385e-01
120033;2020;Autóctone;Falciparum+Vivax;3;3,58422939068100e-03
120033;2020;Autóctone;Vivax+Gametócitos de F.;1;1,19474313022700e-03
120033;2020;Autóctone;Gametócitos de F.;2;2,38948626045400e-03
120033;2020;Importado;Falciparum;20;2,89855072463768e-01
120033;2020;Importado;Falciparum+Gametócitos de F.;3;4,34782608695652e-02
120033;2020;Importado;Vivax;45;6,52173913043478e-01
120033;2020;Importado;Gametócitos de F.;1;1,44927536231884e-02
120034;2007;Autóctone;Vivax;4;1,00000000000000e+00
120034;2007;Importado;Vivax;2;1,00000000000000e+00
120034;2008;Importado;Vivax;1;1,00000000000000e+00
120034;2009;Autóctone;Vivax;1;1,00000000000000e+00
120034;2009;Importado;Vivax;2;1,00000000000000e+00
120034;2010;Importado;Vivax;3;1,00000000000000e+00
120034;2011;Autóctone;Vivax;1;1,00000000000000e+00
120034;2011;Importado;Vivax;1;1,00000000000000e+00
120034;2012;Autóctone;Vivax;1;1,00000000000000e+00
120034;2014;Autóctone;Vivax;4;1,00000000000000e+00
120034;2014;Importado;Vivax;4;1,00000000000000e+00
120034;2015;Importado;Vivax;2;1,00000000000000e+00
120034;2016;Importado;Vivax;4;1,00000000000000e+00
120034;2017;Importado;Falciparum+Gametócitos de F.;1;2,00000000000000e-01
120034;2017;Importado;Vivax;3;6,00000000000000e-01
120034;2017;Importado;Falciparum+Vivax;1;2,00000000000000e-01
120034;2018;Importado;Vivax;10;1,00000000000000e+00
120035;2007;Autóctone;Falciparum;37;2,41830065359477e-01
120035;2007;Autóctone;Falciparum+Gametócitos de F.;6;3,92156862745098e-02
120035;2007;Autóctone;Vivax;107;6,99346405228758e-01
120035;2007;Autóctone;Falciparum+Vivax;2;1,30718954248366e-02
120035;2007;Autóctone;Vivax+Gametócitos de F.;1;6,53594771241830e-03
120035;2007;Importado;Falciparum;3;8,33333333333333e-02
120035;2007;Importado;Falciparum+Gametócitos de F.;2;5,55555555555556e-02
120035;2007;Importado;Vivax;29;8,05555555555556e-01
120035;2007;Importado;Vivax+Gametócitos de F.;2;5,55555555555556e-02
120035;2008;Autóctone;Falciparum;14;2,54545454545455e-01
120035;2008;Autóctone;Falciparum+Gametócitos de F.;2;3,63636363636364e-02
120035;2008;Autóctone;Vivax;39;7,09090909090909e-01
120035;2008;Importado;Falciparum;5;1,78571428571429e-01
120035;2008;Importado;Vivax;23;8,21428571428571e-01
120035;2009;Autóctone;Falciparum;15;8,82352941176471e-02
120035;2009;Autóctone;Falciparum+Gametócitos de F.;1;5,88235294117647e-03
120035;2009;Autóctone;Vivax;154;9,05882352941176e-01
120035;2009;Importado;Falciparum;2;1,66666666666667e-01
120035;2009;Importado;Vivax;10;8,33333333333333e-01
120035;2010;Autóctone;Falciparum;12;8,27586206896552e-02
120035;2010;Autóctone;Falciparum+Gametócitos de F.;4;2,75862068965517e-02
120035;2010;Autóctone;Vivax;129;8,89655172413793e-01
120035;2010;Importado;Falciparum;3;1,30434782608696e-01
120035;2010;Importado;Falciparum+Gametócitos de F.;2;8,69565217391304e-02
120035;2010;Importado;Vivax;18;7,82608695652174e-01
120035;2011;Autóctone;Falciparum;5;1,08695652173913e-01
120035;2011;Autóctone;Vivax;41;8,91304347826087e-01
120035;2011;Importado;Falciparum;2;6,06060606060606e-02
120035;2011;Importado;Vivax;31;9,39393939393939e-01
120035;2012;Autóctone;Falciparum;14;2,18750000000000e-01
120035;2012;Autóctone;Falciparum+Gametócitos de F.;2;3,12500000000000e-02
120035;2012;Autóctone;Vivax;47;7,34375000000000e-01
120035;2012;Autóctone;Gametócitos de F.;1;1,56250000000000e-02
120035;2012;Importado;Falciparum;5;1,72413793103448e-01
120035;2012;Importado;Vivax;23;7,93103448275862e-01
120035;2012;Importado;Falciparum+Vivax;1;3,44827586206897e-02
120035;2013;Autóctone;Falciparum;16;2,13333333333333e-01
120035;2013;Autóctone;Falciparum+Gametócitos de F.;2;2,66666666666667e-02
120035;2013;Autóctone;Vivax;57;7,60000000000000e-01
120035;2013;Importado;Falciparum;4;1,81818181818182e-01
120035;2013;Importado;Vivax;18;8,18181818181818e-01
120035;2014;Autóctone;Falciparum;29;3,18681318681319e-01
120035;2014;Autóctone;Falciparum+Gametócitos de F.;2;2,19780219780220e-02
120035;2014;Autóctone;Vivax;60;6,59340659340659e-01
120035;2014;Importado;Falciparum;2;8,69565217391304e-02
120035;2014;Importado;Vivax;21;9,13043478260870e-01
120035;2015;Autóctone;Falciparum;17;2,83333333333333e-01
120035;2015;Autóctone;Falciparum+Gametócitos de F.;6;1,00000000000000e-01
120035;2015;Autóctone;Vivax;37;6,16666666666667e-01
120035;2015;Importado;Falciparum;3;1,57894736842105e-01
120035;2015;Importado;Falciparum+Gametócitos de F.;1;5,26315789473684e-02
120035;2015;Importado;Vivax;15;7,89473684210526e-01
120035;2015;NA;Vivax;2;1,00000000000000e+00
120035;2016;Autóctone;Falciparum;19;3,16666666666667e-01
120035;2016;Autóctone;Falciparum+Gametócitos de F.;1;1,66666666666667e-02
120035;2016;Autóctone;Vivax;39;6,50000000000000e-01
120035;2016;Autóctone;Gametócitos de F.;1;1,66666666666667e-02
120035;2016;Importado;Falciparum;3;9,09090909090909e-02
120035;2016;Importado;Falciparum+Gametócitos de F.;2;6,06060606060606e-02
120035;2016;Importado;Vivax;28;8,48484848484849e-01
120035;2016;NA;Vivax;1;1,00000000000000e+00
120035;2017;Autóctone;Falciparum;13;1,68831168831169e-01
120035;2017;Autóctone;Falciparum+Gametócitos de F.;1;1,29870129870130e-02
120035;2017;Autóctone;Vivax;63;8,18181818181818e-01
120035;2017;Importado;Falciparum;11;1,23595505617978e-01
120035;2017;Importado;Falciparum+Gametócitos de F.;2;2,24719101123595e-02
120035;2017;Importado;Vivax;75;8,42696629213483e-01
120035;2017;Importado;Falciparum+Vivax;1;1,12359550561798e-02
120035;2018;Autóctone;Falciparum;6;8,95522388059701e-02
120035;2018;Autóctone;Vivax;61;9,10447761194030e-01
120035;2018;Importado;Falciparum;6;8,10810810810811e-02
120035;2018;Importado;Falciparum+Gametócitos de F.;2;2,70270270270270e-02
120035;2018;Importado;Vivax;66;8,91891891891892e-01
120035;2019;Autóctone;Falciparum;11;1,86440677966102e-01
120035;2019;Autóctone;Falciparum+Gametócitos de F.;1;1,69491525423729e-02
120035;2019;Autóctone;Vivax;47;7,96610169491525e-01
120035;2019;Importado;Falciparum;1;2,94117647058824e-02
120035;2019;Importado;Vivax;31;9,11764705882353e-01
120035;2019;Importado;Vivax+Gametócitos de F.;2;5,88235294117647e-02
120035;2019;NA;Vivax;1;1,00000000000000e+00
120035;2020;Autóctone;Falciparum;4;2,50000000000000e-01
120035;2020;Autóctone;Vivax;12;7,50000000000000e-01
120035;2020;Importado;Vivax;7;1,00000000000000e+00
120038;2007;Autóctone;Falciparum;314;2,13170400543109e-01
120038;2007;Autóctone;Falciparum+Gametócitos de F.;44;2,98710115410726e-02
120038;2007;Autóctone;Vivax;1093;7,42023082145282e-01
120038;2007;Autóctone;Falciparum+Vivax;1;6,78886625933469e-04
120038;2007;Autóctone;Vivax+Gametócitos de F.;2;1,35777325186694e-03
120038;2007;Autóctone;Gametócitos de F.;19;1,28988458927359e-02
120038;2007;Importado;Falciparum;55;3,05555555555556e-01
120038;2007;Importado;Falciparum+Gametócitos de F.;10;5,55555555555556e-02
120038;2007;Importado;Vivax;112;6,22222222222222e-01
120038;2007;Importado;Falciparum+Vivax;1;5,55555555555556e-03
120038;2007;Importado;Vivax+Gametócitos de F.;1;5,55555555555556e-03
120038;2007;Importado;Gametócitos de F.;1;5,55555555555556e-03
120038;2007;NA;Falciparum;73;2,15976331360947e-01
120038;2007;NA;Falciparum+Gametócitos de F.;16;4,73372781065089e-02
120038;2007;NA;Vivax;241;7,13017751479290e-01
120038;2007;NA;Gametócitos de F.;8;2,36686390532544e-02
120038;2008;Autóctone;Falciparum;16;3,57941834451902e-02
120038;2008;Autóctone;Vivax;431;9,64205816554810e-01
120038;2008;Importado;Falciparum;12;1,51898734177215e-01
120038;2008;Importado;Falciparum+Gametócitos de F.;2;2,53164556962025e-02
120038;2008;Importado;Vivax;61;7,72151898734177e-01
120038;2008;Importado;Gametócitos de F.;4;5,06329113924051e-02
120038;2008;NA;Falciparum;20;9,56937799043062e-02
120038;2008;NA;Falciparum+Gametócitos de F.;2;9,56937799043062e-03
120038;2008;NA;Vivax;185;8,85167464114832e-01
120038;2008;NA;Vivax+Gametócitos de F.;1;4,78468899521531e-03
120038;2008;NA;Gametócitos de F.;1;4,78468899521531e-03
120038;2009;Autóctone;Falciparum;3;1,10701107011070e-02
120038;2009;Autóctone;Falciparum+Gametócitos de F.;1;3,69003690036900e-03
120038;2009;Autóctone;Vivax;267;9,85239852398524e-01
120038;2009;Importado;Falciparum;2;5,71428571428571e-02
120038;2009;Importado;Falciparum+Gametócitos de F.;2;5,71428571428571e-02
120038;2009;Importado;Vivax;30;8,57142857142857e-01
120038;2009;Importado;Gametócitos de F.;1;2,85714285714286e-02
120038;2009;NA;Falciparum;7;5,64516129032258e-02
120038;2009;NA;Vivax;117;9,43548387096774e-01
120038;2010;Autóctone;Falciparum;17;3,41365461847390e-02
120038;2010;Autóctone;Falciparum+Gametócitos de F.;3;6,02409638554217e-03
120038;2010;Autóctone;Vivax;478;9,59839357429719e-01
120038;2010;Importado;Falciparum;5;1,28205128205128e-01
120038;2010;Importado;Vivax;34;8,71794871794872e-01
120038;2010;NA;Falciparum;4;2,40963855421687e-02
120038;2010;NA;Falciparum+Gametócitos de F.;2;1,20481927710843e-02
120038;2010;NA;Vivax;160;9,63855421686747e-01
120038;2011;Autóctone;Falciparum+Gametócitos de F.;1;5,40540540540541e-03
120038;2011;Autóctone;Vivax;184;9,94594594594595e-01
120038;2011;Importado;Vivax;24;1,00000000000000e+00
120038;2011;NA;Falciparum;1;1,05263157894737e-02
120038;2011;NA;Vivax;93;9,78947368421053e-01
120038;2011;NA;Falciparum+Vivax;1;1,05263157894737e-02
120038;2012;Autóctone;Vivax;60;9,83606557377049e-01
120038;2012;Autóctone;Não Falciparum;1;1,63934426229508e-02
120038;2012;Importado;Vivax;33;1,00000000000000e+00
120038;2012;NA;Vivax;27;1,00000000000000e+00
120038;2013;Autóctone;Vivax;136;9,92700729927007e-01
120038;2013;Autóctone;Falciparum+Vivax;1;7,29927007299270e-03
120038;2013;Importado;Vivax;29;1,00000000000000e+00
120038;2013;NA;Falciparum;1;2,94117647058824e-02
120038;2013;NA;Vivax;32;9,41176470588235e-01
120038;2013;NA;Vivax+Gametócitos de F.;1;2,94117647058824e-02
120038;2014;Autóctone;Vivax;53;1,00000000000000e+00
120038;2014;Importado;Falciparum;2;8,69565217391304e-02
120038;2014;Importado;Vivax;21;9,13043478260870e-01
120038;2014;NA;Vivax;19;1,00000000000000e+00
120038;2015;Autóctone;Vivax;53;1,00000000000000e+00
120038;2015;Importado;Falciparum;2;8,00000000000000e-02
120038;2015;Importado;Vivax;23;9,20000000000000e-01
120038;2015;NA;Vivax;63;1,00000000000000e+00
120038;2016;Autóctone;Vivax;26;1,00000000000000e+00
120038;2016;Importado;Vivax;36;1,00000000000000e+00
120038;2016;NA;Vivax;33;1,00000000000000e+00
120038;2017;Autóctone;Falciparum+Gametócitos de F.;1;1,66666666666667e-02
120038;2017;Autóctone;Vivax;58;9,66666666666667e-01
120038;2017;Autóctone;Falciparum+Vivax;1;1,66666666666667e-02
120038;2017;Importado;Vivax;21;1,00000000000000e+00
120038;2017;NA;Vivax;38;9,74358974358974e-01
120038;2017;NA;Falciparum+Vivax;1;2,56410256410256e-02
120038;2018;Autóctone;Vivax;11;1,00000000000000e+00
120038;2018;Importado;Vivax;5;8,33333333333333e-01
120038;2018;Importado;Vivax+Gametócitos de F.;1;1,66666666666667e-01
120038;2018;NA;Vivax;21;1,00000000000000e+00
120038;2019;Autóctone;Vivax;81;9,87804878048780e-01
120038;2019;Autóctone;Gametócitos de F.;1;1,21951219512195e-02
120038;2019;Importado;Falciparum;4;1,05263157894737e-01
120038;2019;Importado;Falciparum+Gametócitos de F.;1;2,63157894736842e-02
120038;2019;Importado;Vivax;32;8,42105263157895e-01
120038;2019;Importado;Gametócitos de F.;1;2,63157894736842e-02
120038;2019;NA;Falciparum;5;5,05050505050505e-02
120038;2019;NA;Falciparum+Gametócitos de F.;1;1,01010101010101e-02
120038;2019;NA;Vivax;93;9,39393939393939e-01
120038;2020;Autóctone;Falciparum;2;3,38983050847458e-02
120038;2020;Autóctone;Vivax;57;9,66101694915254e-01
120038;2020;Importado;Vivax;4;1,00000000000000e+00
120038;2020;NA;Vivax;19;1,00000000000000e+00
120039;2007;Autóctone;Falciparum;177;3,00000000000000e-01
120039;2007;Autóctone;Falciparum+Gametócitos de F.;29;4,91525423728814e-02
120039;2007;Autóctone;Vivax;339;5,74576271186441e-01
120039;2007;Autóctone;Falciparum+Vivax;4;6,77966101694915e-03
120039;2007;Autóctone;Vivax+Gametócitos de F.;4;6,77966101694915e-03
120039;2007;Autóctone;Gametócitos de F.;37;6,27118644067797e-02
120039;2007;Importado;Falciparum;32;2,51968503937008e-01
120039;2007;Importado;Falciparum+Gametócitos de F.;14;1,10236220472441e-01
120039;2007;Importado;Vivax;72;5,66929133858268e-01
120039;2007;Importado;Falciparum+Vivax;1;7,87401574803150e-03
120039;2007;Importado;Vivax+Gametócitos de F.;2;1,57480314960630e-02
120039;2007;Importado;Gametócitos de F.;6;4,72440944881890e-02
120039;2008;Autóctone;Falciparum;24;1,75182481751825e-01
120039;2008;Autóctone;Falciparum+Gametócitos de F.;12;8,75912408759124e-02
120039;2008;Autóctone;Vivax;98;7,15328467153285e-01
120039;2008;Autóctone;Gametócitos de F.;3;2,18978102189781e-02
120039;2008;Importado;Falciparum;7;1,59090909090909e-01
120039;2008;Importado;Vivax;36;8,18181818181818e-01
120039;2008;Importado;Gametócitos de F.;1;2,27272727272727e-02
120039;2009;Autóctone;Falciparum;48;1,24675324675325e-01
120039;2009;Autóctone;Falciparum+Gametócitos de F.;14;3,63636363636364e-02
120039;2009;Autóctone;Vivax;322;8,36363636363636e-01
120039;2009;Autóctone;Falciparum+Vivax;1;2,59740259740260e-03
120039;2009;Importado;Falciparum;6;5,35714285714286e-02
120039;2009;Importado;Falciparum+Gametócitos de F.;6;5,35714285714286e-02
120039;2009;Importado;Vivax;99;8,83928571428571e-01
120039;2009;Importado;Gametócitos de F.;1;8,92857142857143e-03
120039;2010;Autóctone;Falciparum;56;1,29930394431555e-01
120039;2010;Autóctone;Falciparum+Gametócitos de F.;8;1,85614849187935e-02
120039;2010;Autóctone;Vivax;367;8,51508120649652e-01
120039;2010;Importado;Falciparum;7;3,60824742268041e-02
120039;2010;Importado;Falciparum+Gametócitos de F.;3;1,54639175257732e-02
120039;2010;Importado;Vivax;183;9,43298969072165e-01
120039;2010;Importado;Vivax+Gametócitos de F.;1;5,15463917525773e-03
120039;2011;Autóctone;Falciparum;1;1,63934426229508e-02
120039;2011;Autóctone;Vivax;60;9,83606557377049e-01
120039;2011;Importado;Falciparum;4;6,06060606060606e-02
120039;2011;Importado;Falciparum+Gametócitos de F.;3;4,54545454545455e-02
120039;2011;Importado;Vivax;59;8,93939393939394e-01
120039;2012;Autóctone;Falciparum;40;1,04712041884817e-01
120039;2012;Autóctone;Falciparum+Gametócitos de F.;17;4,45026178010471e-02
120039;2012;Autóctone;Vivax;320;8,37696335078534e-01
120039;2012;Autóctone;Vivax+Gametócitos de F.;1;2,61780104712042e-03
120039;2012;Autóctone;Gametócitos de F.;4;1,04712041884817e-02
120039;2012;Importado;Falciparum;15;1,59574468085106e-01
120039;2012;Importado;Falciparum+Gametócitos de F.;9;9,57446808510638e-02
120039;2012;Importado;Vivax;70;7,44680851063830e-01
120039;2013;Autóctone;Falciparum;31;1,00977198697068e-01
120039;2013;Autóctone;Falciparum+Gametócitos de F.;14;4,56026058631922e-02
120039;2013;Autóctone;Vivax;259;8,43648208469055e-01
120039;2013;Autóctone;Vivax+Gametócitos de F.;2;6,51465798045603e-03
120039;2013;Autóctone;Falciparum+Malariae;1;3,25732899022801e-03
120039;2013;Importado;Falciparum;56;2,36286919831224e-01
120039;2013;Importado;Falciparum+Gametócitos de F.;17;7,17299578059072e-02
120039;2013;Importado;Vivax;159;6,70886075949367e-01
120039;2013;Importado;Vivax+Gametócitos de F.;1;4,21940928270042e-03
120039;2013;Importado;Gametócitos de F.;4;1,68776371308017e-02
120039;2014;Autóctone;Falciparum;80;2,21606648199446e-01
120039;2014;Autóctone;Falciparum+Gametócitos de F.;25;6,92520775623269e-02
120039;2014;Autóctone;Vivax;248;6,86980609418283e-01
120039;2014;Autóctone;Vivax+Gametócitos de F.;4;1,10803324099723e-02
120039;2014;Autóctone;Gametócitos de F.;4;1,10803324099723e-02
120039;2014;Importado;Falciparum;15;1,21951219512195e-01
120039;2014;Importado;Falciparum+Gametócitos de F.;4;3,25203252032520e-02
120039;2014;Importado;Vivax;103;8,37398373983740e-01
120039;2014;Importado;Vivax+Gametócitos de F.;1;8,13008130081301e-03
120039;2015;Autóctone;Falciparum;44;7,54716981132075e-02
120039;2015;Autóctone;Falciparum+Gametócitos de F.;9;1,54373927958834e-02
120039;2015;Autóctone;Vivax;526;9,02229845626072e-01
120039;2015;Autóctone;Gametócitos de F.;4;6,86106346483705e-03
120039;2015;Importado;Falciparum;21;1,12903225806452e-01
120039;2015;Importado;Falciparum+Gametócitos de F.;7;3,76344086021505e-02
120039;2015;Importado;Vivax;154;8,27956989247312e-01
120039;2015;Importado;Vivax+Gametócitos de F.;2;1,07526881720430e-02
120039;2015;Importado;Gametócitos de F.;2;1,07526881720430e-02
120039;2016;Autóctone;Falciparum;19;5,35211267605634e-02
120039;2016;Autóctone;Falciparum+Gametócitos de F.;5;1,40845070422535e-02
120039;2016;Autóctone;Vivax;325;9,15492957746479e-01
120039;2016;Autóctone;Falciparum+Vivax;1;2,81690140845070e-03
120039;2016;Autóctone;Vivax+Gametócitos de F.;2;5,63380281690141e-03
120039;2016;Autóctone;Gametócitos de F.;3;8,45070422535211e-03
120039;2016;Importado;Falciparum;12;8,75912408759124e-02
120039;2016;Importado;Falciparum+Gametócitos de F.;3;2,18978102189781e-02
120039;2016;Importado;Vivax;122;8,90510948905110e-01
120039;2017;Autóctone;Falciparum;15;4,46428571428571e-02
120039;2017;Autóctone;Falciparum+Gametócitos de F.;1;2,97619047619048e-03
120039;2017;Autóctone;Vivax;320;9,52380952380952e-01
120039;2017;Importado;Falciparum;14;7,21649484536082e-02
120039;2017;Importado;Falciparum+Gametócitos de F.;1;5,15463917525773e-03
120039;2017;Importado;Vivax;179;9,22680412371134e-01
120039;2018;Autóctone;Falciparum;2;2,27272727272727e-02
120039;2018;Autóctone;Falciparum+Gametócitos de F.;1;1,13636363636364e-02
120039;2018;Autóctone;Vivax;85;9,65909090909091e-01
120039;2018;Importado;Falciparum;38;2,15909090909091e-01
120039;2018;Importado;Falciparum+Gametócitos de F.;11;6,25000000000000e-02
120039;2018;Importado;Vivax;122;6,93181818181818e-01
120039;2018;Importado;Falciparum+Vivax;1;5,68181818181818e-03
120039;2018;Importado;Vivax+Gametócitos de F.;1;5,68181818181818e-03
120039;2018;Importado;Gametócitos de F.;3;1,70454545454545e-02
120039;2019;Autóctone;Falciparum;9;3,22580645161290e-02
120039;2019;Autóctone;Falciparum+Gametócitos de F.;2;7,16845878136201e-03
120039;2019;Autóctone;Vivax;268;9,60573476702509e-01
120039;2019;Importado;Falciparum;11;1,77419354838710e-01
120039;2019;Importado;Falciparum+Gametócitos de F.;1;1,61290322580645e-02
120039;2019;Importado;Vivax;50;8,06451612903226e-01
120039;2020;Autóctone;Falciparum;10;1,16279069767442e-01
120039;2020;Autóctone;Falciparum+Gametócitos de F.;1;1,16279069767442e-02
120039;2020;Autóctone;Vivax;74;8,60465116279070e-01
120039;2020;Autóctone;Gametócitos de F.;1;1,16279069767442e-02
120039;2020;Importado;Falciparum;3;1,20000000000000e-01
120039;2020;Importado;Falciparum+Gametócitos de F.;1;4,00000000000000e-02
120039;2020;Importado;Vivax;21;8,40000000000000e-01
120040;2007;Autóctone;Falciparum;48;9,54274353876740e-02
120040;2007;Autóctone;Falciparum+Gametócitos de F.;14;2,78330019880716e-02
120040;2007;Autóctone;Vivax;438;8,70775347912525e-01
120040;2007;Autóctone;Falciparum+Vivax;2;3,97614314115308e-03
120040;2007;Autóctone;Vivax+Gametócitos de F.;1;1,98807157057654e-03
120040;2007;Importado;Falciparum;194;1,39870223503965e-01
120040;2007;Importado;Falciparum+Gametócitos de F.;68;4,90266762797404e-02
120040;2007;Importado;Vivax;1100;7,93078586878154e-01
120040;2007;Importado;Falciparum+Vivax;7;5,04686373467916e-03
120040;2007;Importado;Vivax+Gametócitos de F.;12;8,65176640230714e-03
120040;2007;Importado;Gametócitos de F.;6;4,32588320115357e-03
120040;2007;NA;Falciparum;11;2,55813953488372e-01
120040;2007;NA;Vivax;30;6,97674418604651e-01
120040;2007;NA;Vivax+Gametócitos de F.;1;2,32558139534884e-02
120040;2007;NA;Gametócitos de F.;1;2,32558139534884e-02
120040;2008;Autóctone;Falciparum;6;3,22580645161290e-02
120040;2008;Autóctone;Falciparum+Gametócitos de F.;1;5,37634408602151e-03
120040;2008;Autóctone;Vivax;177;9,51612903225806e-01
120040;2008;Autóctone;Vivax+Gametócitos de F.;1;5,37634408602151e-03
120040;2008;Autóctone;Gametócitos de F.;1;5,37634408602151e-03
120040;2008;Importado;Falciparum;66;9,59302325581395e-02
120040;2008;Importado;Falciparum+Gametócitos de F.;19;2,76162790697674e-02
120040;2008;Importado;Vivax;583;8,47383720930233e-01
120040;2008;Importado;Falciparum+Vivax;6;8,72093023255814e-03
120040;2008;Importado;Vivax+Gametócitos de F.;8;1,16279069767442e-02
120040;2008;Importado;Gametócitos de F.;6;8,72093023255814e-03
120040;2008;NA;Falciparum;7;2,18750000000000e-01
120040;2008;NA;Vivax;25;7,81250000000000e-01
120040;2009;Autóctone;Falciparum;5;4,62962962962963e-02
120040;2009;Autóctone;Vivax;99;9,16666666666667e-01
120040;2009;Autóctone;Vivax+Gametócitos de F.;1;9,25925925925926e-03
120040;2009;Autóctone;Gametócitos de F.;3;2,77777777777778e-02
120040;2009;Importado;Falciparum;28;7,07070707070707e-02
120040;2009;Importado;Falciparum+Gametócitos de F.;3;7,57575757575758e-03
120040;2009;Importado;Vivax;361;9,11616161616162e-01
